ASIN,review_id,profile_name,user_url_id,review_date,star_rating,review_title,helpful_votes,total_comments,verified_purchase,review_body
B07MP2F3XG,RL2T67ZV4BX58,EJShin,/gp/profile/amzn1.account.AFW2YPSATDUAS2QMH7B4SLMK5DIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"February 27, 2019",5,Great Replacement,,0,Verified Purchase,"I had an old 7d mk I that was collecting dust and I needed something with more modern features like wifi.  After doing some research, I made the decision to get the XT3.The features that grabbed me was the smaller and lighter form factor compared to my 7d, weather sealing, tilt screen, wifi, Fuji's film profiles, and its retro looks.The image quality is amazing and the dynamic range is noticeably better than my old 7d.I'm currently using an adapter to use my old Canon glass.  For the most part, there are no issues except for my Sigma 30mm DC lens that has trouble with Fuji's continuous focus. All my Canon brand lenses seem to work fine.  Looking to buy some Fuji lenses down the line as my EF lenses are a bit bulky and heavy.
"
B07MP2F3XG,RTW4UXP2RADDA,Jenny Stevens,/gp/profile/amzn1.account.AFBN7352LQPDB53RA72UE2OEV5GQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"July 12, 2019",5,So much power in such a small package!,,0,Verified Purchase,"There’s nothing to dislike about the Fuji XT-3. It’s a phenomenal camera. It’s fast, sharp, and the colors produced by Fuji are like no other.
"
B07MP2F3XG,RZD8225K3LI85,Amazon Customer,/gp/profile/amzn1.account.AHUF2E63SLIYACOOZVAD4D3VDUZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"April 16, 2019",5,Excellent !,,0,Verified Purchase,"Excellent quality and easy to use options on the top!
"
ASIN,review_id,profile_name,user_url_id,review_date,star_rating,review_title,helpful_votes,total_comments,verified_purchase,review_body
B07N9KDCGV,R19N3X1K03HC4H,nama saya,/gp/profile/amzn1.account.AHVGY4JD54PESYOP3ZDLZEREBWDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"April 20, 2019",5,Eos rp,13,1,Verified Purchase,"I upgraded from a Canon 80d. Wanted to try a full frame camera. Coming from a canon background the learning curve has not been too bad. I enjoy using the camera. As a stills camera it is wonderful. Better low light capability and higher iso is very nice. I don't care that much about video but for the casual family events I have shot it has been fine. I am waiting for the additional native r glass that is coming this year. With the adapter canon ef and ef-s glass works fine but I have found that third party lens are hit and miss. I have tried my  Tampon 16-300 with poor results. Auto focus is  poor. Chromatic aberration is unacceptable and it is totally unpredictable when a photo will work and when it will not.I still have my 80d but am having a hard time finding a reason to still use it. I think my daughter will like it.
"
B07N9KDCGV,R274LDHU1SYVKH,phishy,/gp/profile/amzn1.account.AGDJ4IW64JLEA763J7M3U7COOIEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"August 11, 2019",5,Great camera,,0,Verified Purchase,"I could care less about video quality or what it cant do. This is an awesome upgrade from a t4i, i use it for stills, and i absolutely love it. So worth the upgrade.
"
B07N9KDCGV,R2JE7S8YMG19KO,clemano,/gp/profile/amzn1.account.AGCOMMHZS6N33MPLYZ24BVG3P6GQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"August 31, 2019",5,Totally convinced,,0,Verified Purchase,"Switched from a 7D to this RP and I am totally convinced. Lightweight as expected. Happy to see Canon improvements in 7 years (charger, screen, WiFi, Bluetooth). Battery could have been better (but I guess it’s the price to pay for a lightweight device!)
"
B07N9KDCGV,R2KZZJR852KX27,Gizmo guy,/gp/profile/amzn1.account.AFJMIBN6BHDV72CYYQ2O3I5ZGBUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"April 13, 2019",5,Good for my purposes but not perfect,4,0,Verified Purchase,"Loving this new full frame mirrorless camera. Focusing is kind of meh and having to rely on lenses for image stability is a strike, along with cropped video. Apart from that it’s been working great for my needs. Like the smaller megapixel size so the files are more manageable and the pics look great. Interface is aok. Glad I can use all my L series lenses with the adapter which does add some bulk.
"
B07N9KDCGV,R2T5XAXEVKB0RF,Water,/gp/profile/amzn1.account.AF5PWCHSUZFFDI5UGRNJVVFYWBWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"March 22, 2019",1,Better off with APSC camera,27,8,,"The dynamic range, low-light performance and AF is on the level of a mid range APSC camera.There is no reason to buy the RP. All of the native lenses are expensive so buying this cheap camera doesn't make sense. Either stick with your DSLR, buy an A7II which has everything this camera has plus IBIS for much less, or spend a few extra hundred bucks for real full frame mirrorless cameras like the A7III or Z6.
"
B07N9KDCGV,R2VI41ZWKDGVS6,B. Owens,/gp/profile/amzn1.account.AFUUZJMKH3NQP3AAPZCTFNUZYKHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"March 1, 2019",5,Wow,48,2,,"I upgraded from a Canon 70D and couldn't be more satisfied.  After years of going ""cheap"" with APC cameras, going full frame for this price was a no-brainer.  I think the RP is going to be a huge success.  The body is small and light.  I have big hands but find the RP's handling excellent -- button/wheel location is excellent for my needs (mostly amateur travel, portraiture, some sports).  The optional grip works well for a heavier lens, but you can certainly go without.  The build is nice and solid, although the LCD screen if extended seems a tad fragile.  The EVF is sharp and bright.  AF is good if not lightning fast.  You can find several complaints online about the RP (old 6D2 sensor, low FPS, short battery life), but hey, at this price and coming from a 70D, I am very pleased. The RF lens is very sharp and a perfect all-around.  Having the new control ring on the lens is great (I actually programmed it to set ISO).  And Canon is coming out with a dream trio of (hopefully affordable) 2.8 RF L lenses: 15-35, 24-70, and 70-200.  Go Canon.
"
B07N9KDCGV,R37MJPW1TE20US,Abersteve,/gp/profile/amzn1.account.AE3AV5FTZ2BWJKEUBFCFULEJHBJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"April 27, 2019",4,Love this camera,14,0,Verified Purchase,"I am a professional photographer who finds himself needing to cut down on weight and size and boy does fit the bill. I already have a ton of Canon glass, but I have bought Nikon and Leica adapters so I can fit some high-quality, lightweight manual-focus lenses.And this camera is a manual focus dream! It will highlight whatever is in focus -- it's better than any manual focus camera ever was. And because there is no mirror, you can fit small Leica lenses.Want autofocus? It has a superb AF system that covers 80% of the frame. It's really a wonderful camera.My only complaint -- and it's a big one -- is that the battery life is really awful. 1/3 that of a 5d Mk III, I'd guess. So buy some spares.
"
B07N9KDCGV,R3FK6ZS79773UB,D. Lucas,/gp/profile/amzn1.account.AFJCMXTTCBPMARCHD6EVWL5WW2YA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"June 18, 2019",4,"I'm sure it's a good camera, but I just don't like the EVF and the blackouts after pictures",8,0,Verified Purchase,"This is my first mirrorless camera and, after a week of shooting, I'm not a fan. I'm sure it is a technically proficient camera, and is probably the future of digital cameras, but I simply prefer the feel of a classic DSLR. The EVF is weird and I can't get used to it. And the second or so that the screen blacks out between shots really disrupts the flow of a photoshoot for me. With a traditional DSLR, I can sort of become one with the tool, but that isn't possible with a mirrorless and an EVF.Still, it gets 4 stars for being able to produce high-quality images for a good price.
"
B07N9KDCGV,RVBYLONM72DAS,truthbtold,/gp/profile/amzn1.account.AE2JNUZFJGW7OQTPSL3MH6MN4GEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"April 23, 2019",4,EOS RP From an Old Canon 6D User,23,2,Verified Purchase,"I own both the original 6D as well as the RP. Ive only had the RP for a short time, but here are some of my impressions. All in all, it seems to be a very good camera. Other than the resolution, I still prefer the images from my 6D but as I said, its early yet.I think the body is a little cheapy feeling. The ergonomics are good and you really dont need the extra bottom plate unless you have gigantic hands. It has a good grip and as everyone has mentioned, its very light. Of course until you add some big EF lenses. Other than the nice grip it tends to remind me of a Sony in that everything is minimal, controls are flush to the body, all black. I would have prefered a little better leatherette cover, and some more slr like controls. However, im being picky here and this would all affect the size and weight of the camera.The EVF is a top notch feature.  For landscapes in particular, there really has been no other way but Live View through the LCD, but that has changed. You can almost forget about the rear LCD except for certain purposes, the EVF is that good. It allows you to control everything and see everything including exposure. You can see in the EVF whether the sky is blown out etc. And thanks to drag and focus, you can easily move the focus point , get the exposure you like and lock it in with exposure lock. It is very much like having a peephole LCD. Big points for this.The autofocus is excellent and you can have a combination of them in place at the same time. The eye detect focus from my limited use is very fast and does a great job. If you want to to change the focus, just touch your LCD while looking through the EVF and you can move it, almost anywhere in the frame.There are a number of other great features such as focus bracketing that ive yet to try, but that one has the potential to be great. So all that being said, lets get to the image quality.Anyone moving from an aps-c to full frame Im sure will be very impressed with the RP. With a good lens you cant beat that combination of razor sharp and creamy soft that full frame offers. The colors of course are very good as expected, and here is a surprize. I was expecting the DR to be a real downer but its not. I convert to dng and edit in other programs other than DPP and i was surprised at how much range there is. Its certainly not class leading, but it is very respectable. If you need more than this, you really took a bad exposure. The low light performance is very good, and you can get very respectable images even beyond 12800 ISO with a little work. Now i have to say this, for whatever reason, i still prefer the images of the original 6D. I cant say exactly why, a combination of the tone, color and what i like to call the creaminess is still better for me on the 6D. But again I am splitting hairs. For the most part, the RP is capable of producing images rivaling the best of Canons full frame cameras. And it has a lot of practical convenience features that make this one hell of a camera for the price.
"
B07N9KDCGV,RXEW7UCQE4E1J,Andrew C.,/gp/profile/amzn1.account.AHTBSIYEV4OHQENMONHYVE65MDFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"March 15, 2019",2,Absolutely terrible,62,25,,"The manual clearly states that ""processing RAW images from this camera is not possible"". I wish I had known this, I would not have bought this camera. While the camera does allow you to shoot in RAW, you cannot download or open the files on your computer. You have to go to the Canon website and download software. The instructions to do so are confusing, and the instructions on how to actually use the software are even more confusing.Unless you plan on only shooting in JPEG, do not buy this camera.The autofocus and shutter (there is a lag or delay when you press the shutter) are so slow on this camera, don't even think about trying to capture moving subjects. I tried to shoot my dog jumping in broad daylight, and it was impossible. Nothing but complete blur. Also, because it is completely digital, the viewfinder and image display shut off after you take a shot, as it is processing. The viewfinder itself is also digital as well...which totally negates the purpose of having a viewfinder...
"
ASIN,review_id,profile_name,user_url_id,review_date,star_rating,review_title,helpful_votes,total_comments,verified_purchase,review_body
B07P14WBL4,R1YH1OQ8UWLO9L,Rachael Bryant,/gp/profile/amzn1.account.AHRRYJ5JWRW54DZSAUNDV4OLYHYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"April 26, 2019",5,Good starter kit for mirrorless cameras,One,1,Verified Purchase,"Great starter mirrorless camera, a good step up from my rebel T6. Everything that comes with it is useful and decent quality as well, especially the memory cards, which are always useful.
"
B07P14WBL4,R25NGNIG7P0LZ6,Twister,/gp/profile/amzn1.account.AGPPOWNKLVZODL64NEHC25OA234Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"June 11, 2019",5,"In business 20 years, this is my new studio camera!",,1,Verified Purchase,"This baby is small and easy.  I don't need a ton of esoteric features, I just need something with excellent color, focus and reliability.  This camera does it all and for less than half the price of my previous Canon camera which is dying a slow death.  Think I'll buy two more of these!
"
B07P14WBL4,R2X8LM7ZO5SKPG,vin,/gp/profile/amzn1.account.AECUJ4Q6LPUGSP7IDTEX6VTTGADQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"July 29, 2019",5,Great camera,,1,Verified Purchase,"Amazing, affordable full frame camera with an included adapter for ef lenses.
"
B07P14WBL4,R2ZFJTBG5I8DBI,Falcon,/gp/profile/amzn1.account.AE3PLVZ4ZHN3S2Y7DZTUAT6HV2BA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"May 15, 2019",5,Great Package Deal!,,1,Verified Purchase,"Great package deal with the camera, camera bag, mono pod, quick release system, and strap.  My wife is very happy with the purchase.  The camera bad did have a defect, but they replaced it asap after I emailed them a picture.  Love the great customer service.
"
B07P14WBL4,R33SBHDV4FOLGF,Amazon Customer,/gp/profile/amzn1.account.AGSF73FWLS5KZ7OLMXGI4SUO73WA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"July 14, 2019",5,Great Camera,,1,Verified Purchase,"Great camera! Very easy to use. Canon app is great. I have been using it to control the camera without a IR or Bluetooth controller.
"
B07P14WBL4,R3GYHBX3UFGW7N,Don Karl,/gp/profile/amzn1.account.AHBZBFB4V45PKQDRJDMVJV7HL3OA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"August 8, 2019",5,"Small, handy but powerful full frame camera",,1,Verified Purchase,"I love the size and weight of this camera. Very handy with great features and great performance. Fast, accurate AF and vibrant life-like colors.  It also allows me to use my old EF and even EFS lenses with hardly any compromise
"
B07P14WBL4,R3H8JTVXGT3EP2,Andrew Kozak,/gp/profile/amzn1.account.AEP2WKZGH5P4IY3GW7S4OP2CBK7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"April 27, 2019",5,Replaced two cameras for this professional instagrammer,10,3,Verified Purchase,"I say “professional instagrammer” in the title as a half joke. I’m a hairdresser who makes much of my living through hair-related social media, just to give you an idea of what I use this camera for as you read on.If you know what you’re buying this is a five star purchase. If you think this camera will compete with a Sony for video or a DSLR for action, then you’re going to be disappointed. This is a “pictures of people” camera that has some very light video features. It’s not a cinema camera, it’s not an action camera. For what it does it is phenomenal— it’s a tiny, lightweight, and FUN camera with intuitive controls that will easily make use of any of that old EF or EF-S glass you’ve had laying around.People complain of the adapter adding length but physics require this, as any pro level mirrorless lenses are longer than similar DSLR lenses. In fact the RF 50mm F1.2L is the same overall size as the EF 85mm F1.2L mounted on the adapter (see photo).I highly recommend upgrading to the control ring adapter, which can be programmed to perform several functions (mine controls aperture in manual mode and exposure compensation in aperture priority mode). In fact one of the last things I saw on this camera that made me decide to buy it was the fact that you can customize the function of just about every button and dial, which makes it YOUR camera and helps to learn all of the features easily (I disabled many things off the bat to make the camera function more efficiently for me)Before I owned this camera I was using a Canon 5D mark iii for studio portraits and a Canon SL2 for vlog type videos. This camera has replaced both of those others, and with a smaller footprint than either. However, I am not an action, event, or low light photographer and my video work is very simple and breezy.I usually like to make big camera purchases from my local brick and mortar, however they didn’t offer the EOS RP without a kit lens, so I bought this package on amazon. I chose this package for the two memory cards, which I needed anyways, but all the rest of the stuff went straight to a donation bin, so I can’t comment on any of its quality.
"
B07P14WBL4,R3NOLTW8RWS0JW,Marty,/gp/profile/amzn1.account.AEEAMGMUJSH432DU7FVJP3IDPZGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"March 26, 2019",5,"Great travel camera, great bundle",5,1,Verified Purchase,"I wasn't going to buy this camera since I already have a Canon 5DIV but then I wanted a smaller camera for traveling. After going through everything available from point and shoot to small MLC's, I pulled the trigger on the RP. It takes some adjusting from an optical viewfinder but it's not a big deal. Advantages over my DSLR include better focus and WYSIWYG in the electronic viewfinder. The IQ is very good, essentially the same as the 6DMK2. Adapting EF and EF-s glass works without any problems but the lens does protrude pretty far out. The only things I don't like are the auto silent mode, which IMO silent shutter should just be an option and work in manual also. Also the battery is small and there is no power grip available although I have to admit I am getting over 300 pics on a charge as long as I don't do picture previews or use the LCD screen a lot. Overall it is a well thought out camera and the bundle including the EF adapter and extension grip is a good deal.
"
B07P14WBL4,R3TIUTUH636ZI1,S. Sande,/gp/profile/amzn1.account.AH2WWYYTU67CGZ7DGH2WPFTS46XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"May 15, 2019",5,A powerful and lightweight camera at a nice price,,1,Verified Purchase,"I am a professional photographer who wanted a smaller camera, preferably mirrorless. I also didn’t want to spend an arm and a leg on one of the really high-end Canon models. The RP has been a great choice for me, and after two road trips using the RP I know I have a winner.Size-wise, it’s perfect. In fact, even though I have small hands I found that the grip mount (included in this bundle) is necessary to get a good grip on the camera. The Canon Mount Adapter works as advertised with my existing EF and EF-S lenses; note that the camera does not provide full-frame capabilities with those older lenses, only the new RF lenses.The capabilities of the RP are incredible; just reading the manual can take a while! I think the best way to really learn all of the different modes and settings is to go through each section of the manual and then deliberately set up a photo shoot to try them.Both the EVF and back display are crisp, clear and readable. I appreciated the adjustment on the EVF for my glasses, and the information provided in the EVF is precisely what you’ll need - you can customize it as well. The proof of the pudding, so to speak, is the imaging quality of the camera and I’ve found it to be very good. Colors are bright and saturated, but not overly so. Contrast is excellent, and the resolution of the sensor is good enough to allow sharp printouts in big sizes without pixelation.One negative with both the RP and EOS R is that the .CR3 RAW format is not currently supported by most software. Until it is, you can still shoot RAW + JPEG and work with the JPEG images...waiting for the RAW support in the future.I love the quietness of the EOS RP and the almost total lack of vibration when taking photos. After using this excellent mirrorless camera, I know I will never get a regular DSLR again.
"
B07P14WBL4,R93K62Y2JRPZT,Seth Moyer,/gp/profile/amzn1.account.AGGMMHJXQETNA7ETGKFTYQPV7A4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"April 30, 2019",5,Great first full-frame upgrade for Canon users,8,1,Verified Purchase,"I purchased this camera to supplant my 12-year-old EOS 30D.  I had been considering the 6D MkII as well and I liked one when I tried it out a while back, but I ended up going with the EOS RP because it would be easier to travel with and would give me a wider range of lens compatibility in the future since it includes an EF adapter.I specifically wanted to upgrade to full-frame and I already have several Canon lenses so I was only considering a Canon camera, so you may want to do your own research about the wider camera market before making a decision if this is your first interchangeable-lens camera.On to the pros and cons of the camera in my time of ownership:Pros:1) Full-frame sensor which means better low light performance and no annoying 1.6x crop factor on EF lenses2) Much smaller and lighter than any other full-frame camera by Canon, and most other brands too from what I gather3) Cheaper than the 6D Mk II even though it has the same image sensor and newer processor4) Able to accept EF and RF lenses; included EF adapter works flawlessly, even accepts EF-S lenses (but only at 10 megapixels)5) For still photography, not much reason to get the much more expensive EOS R6) Canon ergonomics are amazing as always7) MODE WHEEL INSTEAD OF THE STUPID EOS R TOUCHBARCons:1) Worse battery life than a DSLR because the image sensor is always active, plus it uses the battery from the Rebel series, no battery grip available like there is for the EOS-R either2) Much fewer video options than EOS R if you care about that3) RF lens ecosystem is not filled out yet so you'll be using the included adapter a lot for the next couple years unless you're made of money4) No room for a top screenOther points that may help:1) Uses an electronic viewfinder instead of optical.  This has positive and negative effects so I would try out a camera with each to see what you like better2) Less weather sealing than the EOS R3) Includes the most basic RF to EF lens adapter but fancier ones are available if you want--Now, onto this specific package deal.  I have purchased from DigitalGoja before which is why I bought from them this time.  As always the item was securely packaged and I have no complaints there.  Here are the pros and cons of this package:Pros:1) Included accessories are high quality.  MagicFiber cloths are actually my favorite microfiber cloths and one is included, camera case and monopod are good quality for freebies even though they're not name brand.2) Includes 2 memory cards3) Canon authorized sellerCons:1) SD cards are not great for 4K video if that is what you're going to do with this camera (although I wouldn't recommend this camera for that anyway)2) Only includes one battery (but spares are cheap)3) Does not include the grip extender (won't matter unless you have big hands; it isn't a battery grip anyway)--TL;DR: Great ""entry"" full-frame upgrade for Canon users.  Same image characteristics as other Canon cameras.  Can use EF lenses and the new RF lenses, which are all very good so far but not many entry level options exist yet.  Great for still photography but not amazing for video.  Included freebies are good and DigitalGoja is an authorized Canon dealer.Attached image is straight out of the camera with an EF 85mm f/1.8 lens using the included adapter.
"
ASIN,review_id,profile_name,user_url_id,review_date,star_rating,review_title,helpful_votes,total_comments,verified_purchase,review_body
B07T995R6Y,R13BDH7D8FRAV1,Thomas,/gp/profile/amzn1.account.AGFLR2IEEM2FB5FBDSV4Y55F5JMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"April 18, 2019",5,Fantastic for Streaming/Youtube/Photos,One,1,Verified Purchase,"This is a solid all-around starter camera. As a new to Cannon products user, the support has been fantastic. The cameras learning curve is manageable and makes you want to seek out more photography tutorials.
"
B07T995R6Y,R1ROPTG2Q0T73S,Shrink wrapped,/gp/profile/amzn1.account.AEGJCNUKAYHEINJ4VAK2RRWAFEPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"March 11, 2019",5,Exactly as advertised... almost.,6,1,Verified Purchase,"The camera bag is smaller than I had anticipated but it is of reasonable construction.  The camera and lens mount adapter are exactly as advertised.  The camera does take a little getting used to transitioning from an SLR but it is solidly built and feels good in the hands.  I like the touchscreen but am still holding out on judgment for the 'M-Fn Bar' (though I anticipate that may be an abbreviation for something not so nice).
"
B07T995R6Y,R2C5O5FD4OBM3Q,CoolDad,/gp/profile/amzn1.account.AGLAML55RYWZC6QZMOB3BGSIU6RA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"June 7, 2019",5,Great seller,One,1,Verified Purchase,"I really like the camera.  It is way better than my 7D.  I left a complaint that the camera carrying case was fraying at the zipper after a few weeks of use.  The company promptly sent me a replacement for the camera bag.  Good company to do business with.
"
B07T995R6Y,R2SQG1PTSLLE28,Nernie,/gp/profile/amzn1.account.AH23F45JMIO7DI52H6CYVPPMC3CQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"July 10, 2019",4,Canon rendition of a mirrorless camera,One,1,Verified Purchase,"The lens adaptor that came with it allows either full frame or crop lenses, Bonus for me, I have both. The only thing I don't like is the autofocus. I have not yet figured out what it's looking at when I'm trying to look at something it's not. It's ok with the small lenses, but when I use a big lens, it's a big fight until I turn it off and go for Manuel focus. The view finder is a bit other worldly . Otherwise it's a great camera for the price .
"
B07T995R6Y,R2UZWAIRCFNIG2,Jens,/gp/profile/amzn1.account.AHDFK3BBLOFEFEKXWL5HJSBV4UOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"April 13, 2019",5,Superb camera,3,1,Verified Purchase,"Low light is extraordinarily good.  Unlimited amount of autofocal points.
"
B07T995R6Y,R3W2QMAGHJJ8F4,jason,/gp/profile/amzn1.account.AE6QY3OMD2QT5VU7RK3IVJDTOC6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"May 14, 2019",5,Great camera great price,16,0,Verified Purchase,"I own a small advertising firm. 8 artist 3 office staff 6 assistants, annually in the millions so i feel qualified to review this.Basically this is a 5d iv with a swivel screen and evf, but for under 2g's with some extras. So keeping that in mind, the most important to me is 1. End product the customer is happy with 2. My bottom line.Out of the camera stills are not as sharp as a sony a9, but again compare the price, after some work in lightroom using Canon's dual pixel raw the end product is better. That's right! If you are good with lightroom you will find the canon cr3 raw files do considerably better, especially drawing back the shadows much less noise introduced.I don't worry much about video on this, i have cinema line cameras for that, but the hub-bub about cropping at 4k is silly, don't think ""crop"" think what lense do i need since i know my equiptment. After 30 years, i can look at my scene as a blank canvas, invision what i want to see, make it happen by knowing my equiptment, selecting the right lenses and setting.  If you can't do that, then you'll be a youtuber giving biased reviews based on who gives you what. Please don't listen to them. If this camera does not give you good results it might be you, not the camera!You can use ef-s lenses! Great i have some of those and there good, and inexpensive! So if your my business, scrapping to make a living doing ads from auto manufacturing and corporate fast food mostly things get banged up, cheap is good if the final is good.Very, very rugged. If i didn't break this in a week you won't. It has taken some mud, rain and a 5 foot drop no prob.Oh, you probably spend money on accessories, you can save here too. Same battery as a 5d, 6d, 80d ect. So say you want to upgrade from a 80d you already have the extra batteries!Sigma and tamron lenses i have tested on this, no prob! Dont know why, i put a 2x extender on my 50-500 sigma, still had auto focus. Lens is a 6.3 @500 so you do the math.Feels good to hold, for me nicer than my 1dx, never liked how a nikon or fuji felt. Sony is on par, but it's preference.To be fair, i only use this for candids and set photo ops, sometimes auto exects travel to give input on ads, they may be visiting from japan or germany to detroit so i send them away with some free 8x10s or whatever. That's the limits for me with this type of camera, so keep in mind my opinions are that, i don't do weddings or cheerleading squads or that type of thing.Are worried about 2 cards?  Do what i did monday, download the canon connect app, connect your camera to tablet set it to auto load, end of the day all your raws are on the card and on your tablet, use dropbox have your office push them to your in house cloud. Have your assistant process and print, while they do that take your client to lunch, when you get back to your office they will be surprised to see beautiful prints waiting on the confrence room table! And you have 3 raw copies and didnt carry around 100+ dollar sd cards in your pocket! Problem solved man.Your probably concerned that little swipe bar button thing is a joke? It's not, in fact its my new favorite thing, hold for 5 secs to activate. I have ot set so-swipe iso up down, or bump left for auto iso or bump right for 100 iso. After 5 secs it deactivates and doesnt ""move by mistake screwing up shots"" as one blogger thats biased reported. He and his wife are just upset they can't get their cameras to work like mine, and not worried what car they should buy to complement thier 458 like i am. Can't afford the hybrid, I'm just a photographer ya know.Bottom line, i bought this to try it, waited a while to make sure there were no big issues. I'm a local small business and support such, lucky for me my brick camera store sells on amazon, today i went to such store to talk shop and place an order for 3 more, getting the control ring adaptor this time! Nice featureSo, you can get a camera with a 5d sensor, adaptor and backpack (i just toss it on a closet but at least its there) a decemt strap, micro cloth and some other junk for 2grand. And your reading this? Just buy the thing will you, and learn who to listen to, how to use lightroom photoshop premier pro dimensions and you'll be fine.Oh yeah, while not ibis, there is a digital stabilizer in video modes. I used enhanced and it worked. Yes, stabilization in lense is much better, not getting into that though but it is. Now stop worring about what camera to buy and whatching gear youtubers and go use one!
"
B07T995R6Y,R74RBQQOXE05,REGINALD UDOUJ SR,/gp/profile/amzn1.account.AEMC3I3IVS7A7EDAFIYZPXGG4Q2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"April 8, 2019",5,Awesome camera!!,3,1,Verified Purchase,"Just received my EOS R on 4-5-19. Also acquired the Canon 70-200mm f4L II USM lens. Awesome package!!Wife and I attended a grade School theatre musical (Beauty and the Beast) the next day. The stage lighting was constantly changing with multiple colors and very dark. I placed my EOS R on manual and canon lens on f4. Placed ISO on 4000. When I needed to get in closer than the max 200mm, I flipped from FULL to Crop 1.6 sensor and my lens instantly went from 112-320mm. What an awesome feature. I set my shutter to silent at the beginning of the musical but realized it was pretty loud in the theatre so I changed back to H continuous and cranked aware without disturbing anyone. Needless to say, I love this camera and lens. I can't wait to have the time to really learn all of the features. I'm pumped and this is my 1st full frame camera!
"
B07T995R6Y,RGWDLOI854ECZ,Dave,/gp/profile/amzn1.account.AG6WYIYQSZ7ZK6JQ5IN4CPJFAYIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"June 17, 2019",5,A big jump from the EOS 7D!,2,1,Verified Purchase,"This camera is really a fantastic tool. Bigger sensor than my APS-C in the 7D, RAW images are sometimes 65MB+ so lots more data in them. Gorgeous images. Too many features on the camera to list but the biggest surprise is the value of the touchscreen for so many of the  settings and even taking an image by tapping the screen. Only drawback thus far for the screen is forgetting to fold it out of harm's way when putting the camera away.Most difficult thing to deal with is that not many post-processing tools handle CR3 RAW files (i'm not Adobe's biggest fan).Also, the camera eats batteries for breakfast. I have a total of 5 but I used to get a full day of shooting out of my 7D and even with energy-conserving settings on the R, I'm getting about 3-4 hours (and there is NO built-in flash to suck the juice.So far, I have not spent that much time with it but silent mode is awesome for events and nature photography.I'd recommend this new model for any individual who is a serious advanced non-professional on up.
"
B07T995R6Y,RI0OOER00FW21,Reviewer,/gp/profile/amzn1.account.AFYD5SPKKA2PSWWZKED3NPLEQPDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"March 10, 2019",5,Very Nice,10,1,Verified Purchase,"So I took a plunge and got the new Canon EOS R. Looked around and found this really nice kit from Digital Goja. I have bought many items from them in the past and I have to say their Quality Control is pretty good. Most of their items are very well made. Economically kit made the most sense. All the items are well made. The bag has good stitching and doesn't look it will crumble apart anytime soon. I won't lie I do not use this to keep my EOS R in I use it for peripherals and my Canon M50. I have another bag for this EOS R. I use this bag as my grab and go. The EOS R is mainly a studio camera. The other items; the monopod, quick shoulder strap are all very nicely stitched. The hand strap I am not familiar with using and I am not sure if I will use it because it means the camera kinda flops around. I would have liked to have seen the backside hand claw grip made by Altura with the same quality. However I have it should I need it.CONS: The only thing that could have been better would be if the memory in this kit was Lexar. (95/mbs or better) I like Lexar they are one of the fastest cards and in my experience haven't failed me.So if you look around I don't think you will find a better kit. Economically or quality kit items. So if you are looking for an EOS R body I would recommend getting this kit. Digital Goja, great job.Side note: AMAZON why can't I use shift to select multiple pictures for a one time upload to do this review? I have to upload each one individually. PITA
"
